Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time_first,Time_last
SUV,scarsdale,NY,10583,dallas,TX,75248,1375,COD/COP,1579,1,2023 ford bronco raptor,Runs,ENCLOSED,2023-02-08,146235,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,New York - Northern New Jersey - Long Island,Dallas - Fort Worth - Arlington,40.989434,-73.794574,32.968925,-96.798418,02_06_2023_11_31,02_06_2023_14_56
CAR,Columbus,OH,43213,Newport Coast,CA,92657,1500,FIFTEEN_BUSINESS_DAYS,2263,1,2013 porsche panamera,Runs,ENCLOSED,2023-02-06,38885,Not specified,Beacon Shipping Logistics,(401) 525-0654,dispatch@bslusa.com,100.0,Columbus,Los Angeles - Long Beach - Anaheim,39.97194,-82.863748,33.59315,-117.831175,02_06_2023_11_31,02_06_2023_11_57
CAR,euclid,OH,44132,womelsdorf,PA,19567,700,COD/COP,379,1,1953 chevrolet belair frame only and engine,Inop,ENCLOSED,2023-02-06,774 696 6095 FRAME AND ENGINE ONLY CAN LOAD,Not specified,Tomcat Motors,(774) 696-6095,bigblockmarro@yahoo.com,100.0,Cleveland - Elyria - Mentor,Reading,41.608234,-81.500969,40.392316,-76.208496,02_06_2023_11_31,02_06_2023_14_56
CAR,toledo,OH,43606,las vegas,NV,89108,1140,COD/COP,1977,1,2021 mercedes-benz s 65 amg,Runs,ENCLOSED,2023-02-06,30458837-ob,no comment,Ocean Blue Logistics,(302) 206-2686,info@oceanbluego.com,99.2,Toledo,Las Vegas - Paradise,41.674272,-83.60292,36.21435,-115.213179,02_06_2023_11_34,02_06_2023_12_37
MOTORCYCLE,Buffalo,NY,14207,Linden,NJ,07036,350,COD/COP,396,1,2012 honda vt750c2b,Inop,OPEN,2023-02-06,la-262851,CALL DISPATCHER AT (251) 274-1030,Best Logistic Trans Inc 1,(201) 790-0284,vano.inga@mail.ru,93.9,Buffalo - Niagara Falls,New York - Northern New Jersey - Long Island,42.950754,-78.900782,40.624754,-74.249144,02_06_2023_11_34,02_06_2023_12_04
PICKUP,granger,IA,50109,ladson,SC,29456,1575,FIFTEEN_BUSINESS_DAYS,1200,1,2023 ford f-150,Runs,ENCLOSED,2023-02-07,65060,Not specified,4 Corners Transport Services,(360) 210-7665,info@fourcornerstransportservices.com,100.0,Des Moines - West Des Moines,Charleston - North Charleston,41.764,-93.826914,32.990207,-80.117138,02_06_2023_11_34,02_06_2023_11_54
CAR,los angeles,CA,90001,summerville,SC,29485,1525,COD/COP,2485,1,1932 ford roadster,Runs,ENCLOSED,2023-02-06,252638-69513,"origin: lancaster,ca 93535",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Los Angeles - Long Beach - Anaheim,Charleston - North Charleston,33.973593,-118.247897,32.947923,-80.189161,02_06_2023_11_34,02_06_2023_14_56
CAR,lancaster,CA,93535,summerville,SC,29485,1525,COD/COP,2407,1,1932 ford roadster,Runs,ENCLOSED,2023-02-06,252638-69512,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Los Angeles - Long Beach - Anaheim,Charleston - North Charleston,34.719866,-117.903558,32.947923,-80.189161,02_06_2023_11_34,02_06_2023_14_56
CAR,sacramento,CA,95841,lancaster,PA,17601,1500,COD/COP,2716,1,2009 saturn aura,Runs,ENCLOSED,2023-02-14,258181-71182,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Sacramento - Arden-Arcade - Roseville,Lancaster,38.666594,-121.352274,40.073159,-76.32089,02_06_2023_11_34,02_06_2023_14_56
CAR,sacramento,CA,95841,philadelphia,PA,19093,1500,COD/COP,2786,1,2009 saturn aura,Runs,ENCLOSED,2023-02-14,258181-71183,"destination: lancaster,pa 17601",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Sacramento - Arden-Arcade - Roseville,Philadelphia - Camden - Wilmington,38.666594,-121.352274,39.9524,-75.1642,02_06_2023_11_34,02_06_2023_14_56
CAR,saline,MI,48176,boise,ID,83702,1600,COD/COP,1932,1,2022 chevrolet corvette,Runs,ENCLOSED,2023-02-07,56359,Not specified,Coast to Coast Auto Transport,(480) 360-1265,dispatch@coasttocoastauto.com,100.0,Ann Arbor,Boise City - Nampa,42.144392,-83.817346,43.664506,-116.164578,02_06_2023_11_34,02_06_2023_14_56
CAR,Coppell,TX,75019,OKC,OK,73109,550,COD/COP,187,1,1968 ford shelby gt500,Runs,ENCLOSED,2023-02-13,RM23010,PAY BY CASH APP,JDR Logistics LLC,(417) 718-3200,russellmooor@gmail.com,99.6,Dallas - Fort Worth - Arlington,Oklahoma City,32.9601,-96.982656,35.433783,-97.52565,02_06_2023_11_34,02_06_2023_13_44
SUV,Columbia Falls,MT,59912,RANCHO PALOS VERDES,CA,90275,2000,TWO_BUSINESS_DAYS,1354,1,2021 lamborghini urus,Runs,ENCLOSED,2023-02-06,BS91248,Not specified,Blue Star Auto Movers,(954) 717-9884,dtorres@bluestarautomovers.com,99.9,Not specified,Los Angeles - Long Beach - Anaheim,48.412427,-114.179464,33.758866,-118.35986,02_06_2023_11_37,02_06_2023_13_53
CAR,mocksville,NC,27028,ypsilanti,MI,48197,700,COD/COP,561,1,2019 porsche panamera,Runs,ENCLOSED,2023-02-06,35180713,Not specified,HBi Auto LLC,(704) 902-3731,transport@hbiauto.com,98.8,Winston - Salem,Ann Arbor,35.896995,-80.579514,42.201746,-83.621906,02_06_2023_11_37,02_06_2023_11_37
CAR,nazareth,PA,18064,north port,FL,34287,1200,COD/COP,1199,1,2003 ford mustang,Runs,ENCLOSED,2023-02-07,3kj-10045,Not specified,Transport Masters USA LLC,(561) 853-1540,info@transportmasters.net,100.0,Allentown - Bethlehem - Easton,North Port - Bradenton - Sarasota,40.755194,-75.307119,27.05246,-82.242386,02_06_2023_11_37,02_06_2023_11_43
CAR,oklahoma city,OK,73102,nashville,TN,37203,500,COD/COP,679,1,2023 chevy corvette,Runs,ENCLOSED,2023-02-07,255736-70500,"origin: eufaula,ok 74432 del: henderson,tn 38340",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Oklahoma City,Nashville-Davidson - Murfreesboro - Franklin,35.471526,-97.51889,36.150436,-86.791327,02_06_2023_11_37,02_06_2023_14_56
CAR,eufaula,OK,74432,henderson,TN,38340,500,COD/COP,455,1,2023 chevy corvette,Runs,ENCLOSED,2023-02-07,255736-70499,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Not specified,Jackson,35.280097,-95.63471,35.406104,-88.66407,02_06_2023_11_37,02_06_2023_14_56
CAR,Pasadena,CA,91103,Monterey,CA,93940,550,IMMEDIATELY,316,1,2007 porsche 911,Runs,ENCLOSED,2023-02-06,026b3,"zelle,cash ap, venmo, paypal,ach ,check by broker",ATS Transportation Services,(408) 234-0236,randybond@att.net,97.8,Los Angeles - Long Beach - Anaheim,Salinas,34.167659,-118.169566,36.583624,-121.836902,02_06_2023_11_37,02_06_2023_11_43
CAR,orange,CA,92867,grand rapids,MI,49546,1525,COD/COP,2180,1,2007 bmw m6,Runs,ENCLOSED,2023-02-06,255599-70446,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Los Angeles - Long Beach - Anaheim,Grand Rapids - Wyoming,33.813578,-117.819197,42.925058,-85.53913,02_06_2023_11_37,02_06_2023_14_56
CAR,orange,CA,92867,detroit,MI,48201,1525,COD/COP,2276,1,2007 bmw m6,Runs,ENCLOSED,2023-02-06,255599-70447,"destination: grand rapids,mi 49546",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Los Angeles - Long Beach - Anaheim,Detroit - Warren - Livonia,33.813578,-117.819197,42.346235,-83.06056,02_06_2023_11_37,02_06_2023_14_56
CAR,Fremont,CA,94537,Hawthorne,CA,90250,600,TEN_BUSINESS_DAYS,365,1,2023 tesla model 3,Runs,ENCLOSED,2023-02-06,CA -ASAP,213-377-4665  text only,TFI Trans Inc,(310) 387-3241,didi@tfitrans.com,99.6,San Francisco - Oakland - Fremont,Los Angeles - Long Beach - Anaheim,37.5486,-121.9875,33.912776,-118.345632,02_06_2023_11_37,02_06_2023_14_56
CAR,McHenry,IL,60050,Castle Pines,CO,80108,1775,THIRTY_BUSINESS_DAYS,1025,1,2023 chevrolet corvette,Runs,ENCLOSED,2023-02-06,4748,Not specified,Always Haulin Auto Transport LLC,(920) 579-3036,accounting@alwayshaulin.net,100.0,Chicago - Naperville - Joliet,Denver - Aurora,42.356362,-88.27226,39.442203,-104.84443,02_06_2023_11_37,02_06_2023_11_43
CAR,addison,IL,60101,Stuarts Draft,VA,24477,900,COD/COP,721,1,1969 chevrolet chevelle,Runs,ENCLOSED,2023-02-06,1161,Not specified,Tri State Auto Wholesalers Inc,(630) 669-2975,bestofbest71@yahoo.com,95.8,Chicago - Naperville - Joliet,Not specified,41.930898,-88.01399,38.012983,-79.044718,02_06_2023_11_37,02_06_2023_11_37
CAR,Rochester,NY,14606,Aurora,CO,80015,1650,COD/COP,1597,1,2008 bmw m3   low clearance,Runs,ENCLOSED,2023-02-08,301156995,signed contract business to residence,Way To Go Auto Transport LLC,(772) 259-8942,debbie.waytogoautotransport@gmail.com,100.0,Rochester,Denver - Aurora,43.171926,-77.692254,39.619884,-104.776348,02_06_2023_11_40,02_06_2023_14_56
CAR,boca raton,FL,33427,contoocook,NH,03229,900,COD/COP,1505,1,1993 alfa romeo spider,Runs,ENCLOSED,2023-02-06,30429770-as,asap call or text 865 344 0100,Albatross Auto Shipping LLC,(865) 381-8015,info@albatrossllc.net,100.0,Miami - Fort Lauderdale - Pompano Beach,Not specified,26.3583,-80.0834,43.199734,-71.691493,02_06_2023_11_40,02_06_2023_12_19
CAR,escondido,CA,92029,reading,PA,19607,1400,COD/COP,2711,1,1967 jaguar e-type,Runs,ENCLOSED,2023-02-07,1712314,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,San Diego - Carlsbad - San Marcos,Reading,33.085418,-117.136882,40.288197,-75.961363,02_06_2023_11_40,02_06_2023_14_18
CAR,Calistoga,CA,94515,Saint Paul,MN,55129,1600,TWO_BUSINESS_DAYS,1996,1,2018 hyundai sonata,Runs,ENCLOSED,2023-02-06,call    818-822-9498 or text,Not specified,Auction Connection,(818) 822-9498,mecautoinc@yahoo.com,99.7,Napa,Minneapolis - St. Paul - Bloomington,38.61842,-122.585518,44.90531,-92.923272,02_06_2023_11_40,02_06_2023_12_46
CAR,Tipton,IN,46072,Kansas City,MO,64101,900,TWO_BUSINESS_DAYS,528,1,1997 chevrolet corvette,Runs,ENCLOSED,2023-02-06,29295057,"http:iTruckify.com/pbp0r TEXT! 3148092588
Mobile check depo",Anew Transport,(877) 801-2044,dispatch@anewtransport.com,100.0,Not specified,Kansas City,40.288542,-86.051429,39.104106,-94.599688,02_06_2023_11_40,02_06_2023_12_37
PICKUP,burien,WA,98168,schaumburg,IL,60193,1700,COD/COP,2034,1,1995 gmc sierra 1500,Runs,ENCLOSED,2023-02-06,1716302,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Seattle - Tacoma - Bellevue,Chicago - Naperville - Joliet,47.49011,-122.291531,42.009267,-88.092618,02_06_2023_11_40,02_06_2023_12_30
CAR,Warren,NJ,7059,Brentwood,TN,37024,600,COD/COP,861,1,2017 ferrari f12 coupe,Runs,ENCLOSED,2023-02-06,7737-FF,Call or Text Alina 267-465-9051,Heikin LLC,(267) 465-9051,loads.heikinllc@gmail.com,100.0,New York - Northern New Jersey - Long Island,Nashville-Davidson - Murfreesboro - Franklin,40.630433,-74.513404,36.0347,-86.7836,02_06_2023_11_40,02_06_2023_11_48
CAR,rio rancho,NM,87144,littleton,CO,80120,600,COD/COP,432,1,1969 chevrolet camaro,Runs,ENCLOSED,2023-02-06,1718085,"actual del in wiggins,co 80654.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Albuquerque,Denver - Aurora,35.309335,-106.676598,39.597938,-105.014696,02_06_2023_11_40,02_06_2023_14_28
SUV,Southfield,MI,48034,Raymond,OH,43067,650,FIVE_BUSINESS_DAYS,173,1,2023 bmw ix,Runs,ENCLOSED,2023-02-06,11278233,TXT 810-459-2538 PICK 2/6 OR 2/7 DROP ON/BEFORE 2/8,"ShipYourCarNow, LLC",(917) 933-5723,cdfdtest@shipyourcarnow.com,99.7,Detroit - Warren - Livonia,Columbus,42.496992,-83.290632,40.346676,-83.487907,02_06_2023_11_40,02_06_2023_14_37
CAR,Dearborn,MI,48120,Birmingham,AL,35242,900,COD/COP,735,1,1972 chevrolet nova (manual),Runs,ENCLOSED,2023-02-06,11285851,Text Ethan (918)-894-6076 COD,ASAP Transport Solutions LLC,(800) 757-1178,billing@asaptransportsolutions.com,100.0,Detroit - Warren - Livonia,Birmingham - Hoover,42.304544,-83.1798,33.399602,-86.682992,02_06_2023_11_40,02_06_2023_14_56
MOTORCYCLE,Gorham,ME,4038,Perth Amboy,NJ,08861,175,FIVE_BUSINESS_DAYS,349,1,2016 harley davidson flhtk,Runs,OPEN,2023-02-06,NY_41155,IAAI  could be inop. Fork on/off if needed.,"Baltic Auto Shipping, Inc",(708) 924-7481,transport@balticasi.com,99.7,Portland - South Portland - Biddeford,New York - Northern New Jersey - Long Island,43.715428,-70.462344,40.521502,-74.275771,02_06_2023_11_40,02_06_2023_11_54
CAR,Miami,FL,33157,Chandler,AZ,85226,1300,COD/COP,2368,1,2021 porsche taycan turbo s,Runs,ENCLOSED,2023-02-06,11171465,Call/Text 7705744789. Vehicle is ready to dispatch Full Cod.,Cheapautotrans Inc,(770) 881-7185,info@cheapautotrans.com,97.2,Miami - Fort Lauderdale - Pompano Beach,Phoenix - Mesa - Glendale,25.60441,-80.335216,33.266332,-111.943009,02_06_2023_11_40,02_06_2023_14_56
CAR,Miami,FL,33130,Austin,TX,78710,1000,IMMEDIATELY,1341,1,2014 dodge viper,Runs,ENCLOSED,2023-02-06,Not specified,Not specified,Driven Tuning LLC,(914) 552-0023,jjautologistics@gmail.com,97.6,Miami - Fort Lauderdale - Pompano Beach,Austin - Round Rock - San Marcos,25.766522,-80.203585,30.3296,-97.6669,02_06_2023_11_40,02_06_2023_12_04
CAR,Mooresville,NC,28117,Julian,CA,92036,2100,COD/COP,2399,1,1932 chevrolet confederate,Runs,ENCLOSED,2023-02-07,11219385,Not specified,Auto Shipping Group Inc.,(360) 833-1659,bryana@autoshippinggroup.com,99.5,Charlotte - Gastonia - Rock Hill,San Diego - Carlsbad - San Marcos,35.571472,-80.895998,32.915218,-116.422036,02_06_2023_11_43,02_06_2023_11_43
CAR,Agoura Hills,CA,91301,Caledonia,MI,49316,1500,IMMEDIATELY,2215,1,1957 porsche speedster,Runs,ENCLOSED,2023-02-08,Not specified,Not specified,Currus Inc,(805) 813-0453,andrew@currus.net,100.0,Los Angeles - Long Beach - Anaheim,Grand Rapids - Wyoming,34.143464,-118.763206,42.78644,-85.545626,02_06_2023_11_43,02_06_2023_14_53
CAR,johnson creek,WI,53038,portland,OR,97223,1750,COD/COP,2072,1,2012 lamborghini gallardo,Runs,ENCLOSED,2023-02-06,12379,Not specified,Cavalier Auto Transport LLC,(561) 408-1081,cavalierautotransport@gmail.com,100.0,Not specified,Portland - Vancouver - Hillsboro,43.092552,-88.785758,45.446863,-122.795568,02_06_2023_11_43,02_06_2023_12_19
CAR,riverbank,CA,95367,highland falls,NY,10928,1750,COD/COP,2910,1,2017 volkswagen passat,Runs,ENCLOSED,2023-02-07,1713981,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Modesto,Poughkeepsie - Newburgh - Middletown,37.732714,-120.947489,41.324558,-74.048504,02_06_2023_11_43,02_06_2023_14_56
CAR,sonoma,CA,95476,crested butte,CO,81224,1600,COD/COP,1154,1,2022 mercedes amg eqs 53,Runs,ENCLOSED,2023-02-06,56494,quickpay on this load,Diesel Dispatch,(480) 360-1265,amber@dieseldispatch.com,100.0,Santa Rosa - Petaluma,Not specified,38.245511,-122.462108,38.898087,-106.916542,02_06_2023_11_43,02_06_2023_12_13
SUV,santa barbara,CA,93110,eatonton,GA,31024,2000,TWO_BUSINESS_DAYS,2351,1,2022 bmw x7,Runs,ENCLOSED,2023-02-07,California to Georgia,Not specified,Global Logistics & Relocation LLC,(256) 520-5891,stuhauer@icloud.com,100.0,Santa Maria - Santa Barbara,Not specified,34.437933,-119.769862,33.325469,-83.344395,02_06_2023_11_43,02_06_2023_11_48
CAR,Seattle,WA,98108,Las Vegas,NV,89199,1200,COD/COP,1173,1,2020 mercedes-benz c-class,Runs,ENCLOSED,2023-02-06,"77977 Actual Delivery St. George, UT 84790",Not specified,Nationwide United Auto Transport Corp,(323) 648-3531,info@nationwideunitedautotransport.com,100.0,Seattle - Tacoma - Bellevue,Las Vegas - Paradise,47.541083,-122.313312,36.1743,-115.1391,02_06_2023_11_43,02_06_2023_13_25
MOTORCYCLE,springfield,VA,22153,chandler,AZ,85226,800,COD/COP,2369,1,2010 harley davidson iron 883,Runs,OPEN,2023-02-06,30690768-bw,ready to pick up asap call or text 929 415-3789,Brookwide Inc,(929) 592-3070,autodispatch@brookwide.com,99.9,Washington - Arlington - Alexandria,Phoenix - Mesa - Glendale,38.745468,-77.232529,33.266332,-111.943009,02_06_2023_11_43,02_06_2023_14_56
SUV,Ferndale,NY,12734,Tacoma,WA,98443,1400,COD/COP,2861,1,2010 subaru forester,Runs,ENCLOSED,2023-02-06,11286011,Anna 404-446-3911 // Ready for pick up,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.9,Not specified,Seattle - Tacoma - Bellevue,41.73289,-74.750006,47.205917,-122.37413,02_06_2023_11_43,02_06_2023_14_56
CAR,cleveland,OH,44113,las vegas,NV,89108,1140,COD/COP,2079,1,2021 mercedes-benz s 65 amg,Runs,ENCLOSED,2023-02-06,30462096ob,calltext 610 674 0447 private to private,Ocean Blue Logistics,(302) 206-2686,info@oceanbluego.com,99.2,Cleveland - Elyria - Mentor,Las Vegas - Paradise,41.485803,-81.694412,36.21435,-115.213179,02_06_2023_11_43,02_06_2023_12_37
MOTORCYCLE,Santa Monica,CA,90405,Atlanta,GA,30327,600,TWO_BUSINESS_DAYS,2198,1,2022 honda nch50 (metropolitan),Runs,ENCLOSED,2023-02-07,29435022-k,tinyurl.com/2mxt2r49,TCI Logistics Inc,(312) 224-8620,kalotranscargo@gmail.com,100.0,Los Angeles - Long Beach - Anaheim,Atlanta - Sandy Springs - Marietta,34.011335,-118.468458,33.864887,-84.423887,02_06_2023_11_43,02_06_2023_12_34
MOTORCYCLE,bridgeton,MO,63044,garden city,GA,31415,450,TWO_BUSINESS_DAYS,817,1,2012 harley-davidson flstc heritage softail classic,Runs,OPEN,2023-02-06,113766,Not specified,Auto Atlantic OU,718-715-0454,autoatlantice@gmail.com,99.8,St. Louis,Savannah,38.766252,-90.422146,32.082868,-81.137852,02_06_2023_11_48,02_06_2023_14_56
MOTORCYCLE,Louisville,KY,40272,Edison,NJ,08837,450,COD/COP,752,1,1998 harley flstf,Runs,OPEN,2023-02-06,98 HD 028988,Please call dj at 516 320 6925 Cell 516 902 5950 -COPART-,DJ Auto LLC,516-320-6925,djauto11554@wp.pl,99.7,Louisville/Jefferson County,New York - Northern New Jersey - Long Island,38.067964,-85.865368,40.518491,-74.349682,02_06_2023_11_48,02_06_2023_14_56
MOTORCYCLE,Champaign,IL,61820,Savannah,GA,31401,270,COD/COP,873,1,2018 honda metropolitan scooter,Runs,OPEN,2023-02-06,SM-000399,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Champaign - Urbana,Savannah,40.113273,-88.241658,32.075798,-81.075624,02_06_2023_11_48,02_06_2023_14_56
MOTORCYCLE,dayton,NV,89403,walnut creek,CA,94597,400,COD/COP,216,1,2001 harley davidson dana wide glide,Runs,ENCLOSED,2023-02-06,VLMHARLEYCOD,Not specified,Diamond Auto Logistics LLC,(619) 937-8900,victoria@diamondautotransport.com,100.0,Not specified,San Francisco - Oakland - Fremont,39.24384,-119.468096,37.918043,-122.073482,02_06_2023_11_48,02_06_2023_14_56
CAR,North Fort Myers,FL,33917,Cincinnati,OH,45246,700,COD/COP,1053,1,2002 bmw z3,Runs,ENCLOSED,2023-02-06,UPR20554 uship payment,Not specified,Tempus Logix,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,Cape Coral - Fort Myers,Cincinnati - Middletown,26.730507,-81.845898,39.289123,-84.471212,02_06_2023_11_48,02_06_2023_13_40
CAR,Oakland,CA,94619,Cumming,GA,30040,1600,COD/COP,2499,1,1969 mercury cougar,Inop,ENCLOSED,2023-02-06,CA-GA-6347,Not specified,Cargogistics LLC,(702) 773-3871,autotransportlv@gmail.com,100.0,San Francisco - Oakland - Fremont,Atlanta - Sandy Springs - Marietta,37.788034,-122.16949,34.210999,-84.179291,02_06_2023_11_48,02_06_2023_14_56
CAR,Sacramento,CA,95835,Tampa,FL,33630,1900,IMMEDIATELY,2851,1,2022 tesla model y,Runs,ENCLOSED,2023-02-09,102632,"E-Check within 24 HRS, confirmed",Automobile Transportation Services LLC,(860) 836-4089,info@auto-trans.us,99.7,Sacramento - Arden-Arcade - Roseville,Tampa - St. Petersburg - Clearwater,38.670652,-121.525618,27.9473,-82.4588,02_06_2023_11_48,02_06_2023_11_51
SUV,la habra heights,CA,90631,reston,VA,20190,1350,COD/COP,2649,1,2022 jeep grand cherokee,Runs,ENCLOSED,2023-02-15,1716267,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Los Angeles - Long Beach - Anaheim,Washington - Arlington - Alexandria,33.939338,-117.955881,38.960974,-77.342467,02_06_2023_11_48,02_06_2023_14_56
CAR,fallbrook,CA,92028,carrollton,TX,75006,1100,COD/COP,1402,1,1953 hudson hornet,Runs,ENCLOSED,2023-02-06,145760,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,San Diego - Carlsbad - San Marcos,Dallas - Fort Worth - Arlington,33.394303,-117.296416,32.951364,-96.891487,02_06_2023_11_48,02_06_2023_14_56
CAR,everett,WA,98208,los angeles,CA,90065,550,COD/COP,1161,1,1972 bmw 3.0cs rolling chassis,Runs,ENCLOSED,2023-02-06,1718520,just rolling chassis,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Seattle - Tacoma - Bellevue,Los Angeles - Long Beach - Anaheim,47.9008,-122.194521,34.111484,-118.228648,02_06_2023_11_48,02_06_2023_13_44
CAR,reno,NV,89502,fort worth,TX,76118,1400,COD/COP,1644,1,2022 lexus is 350,Runs,ENCLOSED,2023-02-06,30880796-us,asap 8657304469 call text,US Star Trucking LLC,(865) 730-4992,usstartrucking@gmail.com,99.8,Reno - Sparks,Dallas - Fort Worth - Arlington,39.489562,-119.752051,32.800971,-97.200293,02_06_2023_11_48,02_06_2023_13_18
CAR,Norwalk,OH,44857,Freeport,PA,16229,515,FIVE_BUSINESS_DAYS,193,1,1930 ford model a,Runs,ENCLOSED,2023-02-08,11228734,Not specified,ShipYourCarNow LLC,(917) 933-5723,cdfdtest@shipyourcarnow.com,99.8,Not specified,Pittsburgh,41.2205,-82.590176,40.707944,-79.647312,02_06_2023_11_48,02_06_2023_13_50
CAR,Rochester,NY,14611,Milwaukee,WI,53221,1000,COD/COP,684,1,1965 cadillac deville,Runs,ENCLOSED,2023-02-06,ACT6122,Not specified,Auto Haulers LLC,(414) 559-1820,dispatch.acttransport@yahoo.com,97.8,Rochester,Milwaukee - Waukesha - West Allis,43.141007,-77.650657,42.951196,-87.944487,02_06_2023_11_48,02_06_2023_12_13
CAR,Mooresville,NC,28117,Julian,CA,92036,2100,COD/COP,2399,1,1932 chevrolet confederate,Runs,ENCLOSED,2023-02-06,11219385,Not specified,Auto Shipping Group Inc.,(360) 833-1659,bryana@autoshippinggroup.com,99.5,Charlotte - Gastonia - Rock Hill,San Diego - Carlsbad - San Marcos,35.571472,-80.895998,32.915218,-116.422036,02_06_2023_11_48,02_06_2023_11_48
CAR,charlotte,NC,28217,hialeah,FL,33012,800,COD/COP,724,1,2022 mclaren gt,Runs,ENCLOSED,2023-02-06,GT,call Kit at 704-817-4560 or text 206-257-8636,Metrolina Auto Group LLC,(704) 817-4560,info@metrolinaautogroup.com,99.3,Charlotte - Gastonia - Rock Hill,Miami - Fort Lauderdale - Pompano Beach,35.171004,-80.915103,25.865987,-80.302736,02_06_2023_11_48,02_06_2023_12_27
CAR,olathe,KS,66061,las vegas,NV,89123,1250,COD/COP,1351,1,1989 ford mustang,Runs,ENCLOSED,2023-02-17,2323-20716,p#855-606-1655,Sherpa Auto Transport LLC 3,(855) 606-1655,dispatch+3@sherpaautotransport.com,100.0,Kansas City,Las Vegas - Paradise,38.884133,-94.901561,36.035396,-115.149548,02_06_2023_11_51,02_06_2023_14_56
